LocalTimestamp,TH,BI,EL,HR,PI,PR,T1,EA,PG
1691307106.251688,0.0,0.0,0.0,0.0,184878.0,112561.0,0.0,0.0,6970.0
1691307106.287113,0.0,0.0,0.0,0.0,0.0,0.0,41.916,0.0,0.0
1691307106.292616,0.0,0.0,0.0,0.0,184918.0,112590.0,0.0,0.0,6985.0
1691307106.293303,0.0,0.0,-19218.0,0.0,0.0,0.0,0.0,3.435175,0.0
1691307106.300526,39.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307106.333543,0.0,0.0,0.0,0.0,184947.0,112586.0,0.0,0.0,7002.0
1691307106.360369,0.0,0.0,-19218.0,0.0,0.0,0.0,0.0,3.435175,0.0
1691307106.373782,0.0,0.0,0.0,0.0,184977.0,112589.0,0.0,0.0,7018.0
1691307106.414021,0.0,0.0,0.0,0.0,185020.0,112608.0,0.0,0.0,7031.0
1691307106.421244,0.0,0.0,0.0,0.0,0.0,0.0,41.999,0.0,0.0
1691307106.427435,0.0,0.0,-19218.400391,0.0,0.0,0.0,0.0,3.438565,0.0
1691307106.433625,39.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307106.453917,0.0,0.0,0.0,0.0,184993.0,112601.0,0.0,0.0,7034.0
1691307106.493469,0.0,0.0,-19218.0,0.0,0.0,0.0,0.0,3.435175,0.0
1691307106.493812,0.0,0.0,0.0,0.0,184897.0,112576.0,0.0,0.0,6994.0
1691307106.533708,0.0,0.0,0.0,0.0,184830.0,112557.0,0.0,0.0,6962.0
1691307106.553312,0.0,0.0,0.0,0.0,0.0,0.0,41.858,0.0,0.0
1691307106.560018,0.0,0.0,-19217.400391,0.0,0.0,0.0,0.0,3.430108,0.0
1691307106.566725,39.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307106.573603,0.0,0.0,0.0,0.0,184791.0,112552.0,0.0,0.0,6930.0
1691307106.613499,0.0,0.0,0.0,0.0,184811.0,112546.0,0.0,0.0,6931.0
1691307106.626568,0.0,0.0,-19217.800781,0.0,0.0,0.0,0.0,3.433488,0.0
1691307106.653394,0.0,0.0,0.0,0.0,184833.0,112558.0,0.0,0.0,6943.0
1691307106.686411,0.0,0.0,0.0,0.0,0.0,0.0,41.903,0.0,0.0
1691307106.692602,0.0,0.0,-19217.599609,0.0,0.0,0.0,0.0,3.431792,0.0
1691307106.693118,0.0,0.0,0.0,0.0,184863.0,112564.0,0.0,0.0,6951.0
1691307106.699824,39.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307106.732841,0.0,0.0,0.0,0.0,184852.0,112558.0,0.0,0.0,6953.0
1691307106.758636,0.0,0.0,-19216.599609,0.0,0.0,0.0,0.0,3.423356,0.0
1691307106.772393,0.0,0.0,0.0,0.0,184851.0,112560.0,0.0,0.0,6956.0
1691307106.811944,0.0,0.0,0.0,0.0,184870.0,112569.0,0.0,0.0,6964.0
1691307106.818479,0.0,0.0,0.0,0.0,0.0,0.0,41.958,0.0,0.0
1691307106.825701,0.0,0.0,-19217.0,0.0,0.0,0.0,0.0,3.426735,0.0
1691307106.831892,39.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307106.851496,0.0,640.0,0.0,94.0,184896.0,112584.0,0.0,0.0,6973.0
1691307106.892767,0.0,0.0,0.0,0.0,184917.0,112577.0,0.0,0.0,6990.0
1691307106.893798,0.0,0.0,-19217.800781,0.0,0.0,0.0,0.0,3.433488,0.0
1691307106.934038,0.0,0.0,0.0,0.0,184964.0,112596.0,0.0,0.0,7004.0
1691307106.954673,0.0,0.0,0.0,0.0,0.0,0.0,41.875,0.0,0.0
1691307106.961896,0.0,0.0,-19217.800781,0.0,0.0,0.0,0.0,3.433488,0.0
1691307106.968086,39.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307106.973933,0.0,0.0,0.0,0.0,184998.0,112602.0,0.0,0.0,7019.0
1691307107.013829,0.0,0.0,0.0,0.0,185026.0,112607.0,0.0,0.0,7034.0
1691307107.026898,0.0,0.0,-19217.199219,0.0,0.0,0.0,0.0,3.428403,0.0
1691307107.053724,0.0,0.0,0.0,0.0,185070.0,112616.0,0.0,0.0,7062.0
1691307107.086741,0.0,0.0,0.0,0.0,0.0,0.0,41.946,0.0,0.0
1691307107.093447,0.0,0.0,-19217.800781,0.0,0.0,0.0,0.0,3.433488,0.0
1691307107.09362,0.0,0.0,0.0,0.0,185089.0,112629.0,0.0,0.0,7077.0
1691307107.101186,39.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307107.133515,0.0,0.0,0.0,0.0,185031.0,112623.0,0.0,0.0,7056.0
1691307107.159997,0.0,0.0,-19216.800781,0.0,0.0,0.0,0.0,3.425056,0.0
1691307107.17341,0.0,0.0,0.0,0.0,184911.0,112586.0,0.0,0.0,7009.0
1691307107.213134,0.0,0.0,0.0,0.0,184872.0,112569.0,0.0,0.0,6960.0
1691307107.21984,0.0,0.0,0.0,0.0,0.0,0.0,41.87,0.0,0.0
1691307107.227063,0.0,0.0,-19217.0,0.0,0.0,0.0,0.0,3.426735,0.0
1691307107.233253,39.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307107.252857,0.0,0.0,0.0,0.0,184857.0,112565.0,0.0,0.0,6950.0
1691307107.292409,0.0,0.0,0.0,0.0,184855.0,112557.0,0.0,0.0,6950.0
1691307107.293097,0.0,0.0,-19217.800781,0.0,0.0,0.0,0.0,3.433488,0.0
1691307107.33196,0.0,0.0,0.0,0.0,184894.0,112559.0,0.0,0.0,6963.0
1691307107.35294,0.0,0.0,0.0,0.0,0.0,0.0,41.873,0.0,0.0
1691307107.35913,0.0,0.0,-19217.199219,0.0,0.0,0.0,0.0,3.428403,0.0
1691307107.366353,39.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307107.371512,0.0,0.0,0.0,0.0,184901.0,112582.0,0.0,0.0,6969.0
1691307107.411407,0.0,0.0,0.0,0.0,184889.0,112569.0,0.0,0.0,6969.0
1691307107.425164,0.0,0.0,-19217.0,0.0,0.0,0.0,0.0,3.426735,0.0
1691307107.451303,0.0,0.0,0.0,0.0,184893.0,112568.0,0.0,0.0,6974.0
1691307107.485007,0.0,0.0,0.0,0.0,0.0,0.0,41.945,0.0,0.0
1691307107.491198,0.0,0.0,-19217.0,0.0,184925.0,112587.0,0.0,3.426735,6974.0
1691307107.49842,39.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307107.531437,0.0,680.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0
1691307107.531953,0.0,0.0,0.0,0.0,184953.0,112585.0,0.0,0.0,6990.0
1691307107.559295,0.0,0.0,-19217.0,0.0,0.0,0.0,0.0,3.426735,0.0
1691307107.572709,0.0,0.0,0.0,0.0,184979.0,112590.0,0.0,0.0,7004.0
1691307107.612604,0.0,0.0,0.0,0.0,185022.0,112600.0,0.0,0.0,7033.0
1691307107.62017,0.0,0.0,0.0,0.0,0.0,0.0,41.87,0.0,0.0
1691307107.625845,0.0,0.0,-19217.0,0.0,0.0,0.0,0.0,3.426735,0.0
1691307107.632552,39.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307107.652499,0.0,0.0,0.0,0.0,185052.0,112619.0,0.0,0.0,7040.0
1691307107.692395,0.0,0.0,-19217.0,0.0,185081.0,112612.0,0.0,3.426735,7059.0
1691307107.732118,0.0,0.0,0.0,0.0,185124.0,112626.0,0.0,0.0,7077.0
1691307107.752238,0.0,0.0,0.0,0.0,0.0,0.0,41.944,0.0,0.0
1691307107.75946,0.0,0.0,-19217.599609,0.0,0.0,0.0,0.0,3.431792,0.0
1691307107.765651,39.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307107.771842,0.0,0.0,0.0,0.0,185159.0,112631.0,0.0,0.0,7088.0
1691307107.812081,0.0,0.0,0.0,0.0,185042.0,112609.0,0.0,0.0,7061.0
